PrincipalDiagnosis,Sex,25th Percentile,50th Percentile,75th Percentile,Maximum,AverageCharge
A32.6,M,6687.536218565182,6687.536218565182,6687.536218565182,6687.536218565182,6687.536218565182
A32.8,F,6577.073724853908,7695.158963528498,8813.244202203088,9931.329440877678,7695.158963528498
A32.8,M,6489.748478808857,6489.748478808857,6489.748478808857,6489.748478808857,6489.748478808857
A32.9,M,7726.985422970418,7726.985422970418,7726.985422970418,7726.985422970418,7726.985422970418
A33.0,F,7712.203569222791,7712.203569222791,7712.203569222791,7712.203569222791,7712.203569222791
A33.1,F,8168.262780340621,8168.262780340621,8168.262780340621,8168.262780340621,8168.262780340621
A33.2,M,7051.302117805359,8085.810345399227,8339.432250895268,8593.05415639131,7565.2194640006755
A33.5,M,6775.503964412754,6775.503964412754,6775.503964412754,6775.503964412754,6775.503964412754
A33.8,M,9356.71617713738,9356.71617713738,9356.71617713738,9356.71617713738,9356.71617713738
A33.9,F,7265.528624567689,7265.528624567689,7265.528624567689,7265.528624567689,7265.528624567689
A33.9,M,6006.85602757941,6006.85602757941,6006.85602757941,6006.85602757941,6006.85602757941
A34.1,F,8429.234965018706,8429.234965018706,8429.234965018706,8429.234965018706,8429.234965018706
A34.2,M,7896.293047535839,7896.293047535839,7896.293047535839,7896.293047535839,7896.293047535839
A34.3,F,8856.511153788779,8856.511153788779,8856.511153788779,8856.511153788779,8856.511153788779
A34.4,F,6566.64983550738,6566.64983550738,6566.64983550738,6566.64983550738,6566.64983550738
A34.6,F,6482.996077580843,6482.996077580843,6482.996077580843,6482.996077580843,6482.996077580843
A34.7,F,7242.998312585114,7242.998312585114,7242.998312585114,7242.998312585114,7242.998312585114
A34.9,F,10367.805648642887,10367.805648642887,10367.805648642887,10367.805648642887,10367.805648642887
A34.9,M,8059.612107447269,8312.361793872848,8565.111480298427,8817.861166724004,8312.361793872848
A35.0,M,6339.826474302339,6339.826474302339,6339.826474302339,6339.826474302339,6339.826474302339
A35.1,F,7472.3360368598205,7805.162673374986,8137.989309890152,8470.815946405317,7805.162673374986
A35.1,M,6716.384280760878,6716.384280760878,6716.384280760878,6716.384280760878,6716.384280760878
A35.3,M,6787.7302014403285,7054.380712235101,7321.031223029872,7587.681733824644,7054.380712235101
A35.4,F,8130.895567070867,8130.895567070867,8130.895567070867,8130.895567070867,8130.895567070867
A35.4,M,8944.574283523725,8944.574283523725,8944.574283523725,8944.574283523725,8944.574283523725
A35.5,F,10727.336126625134,10727.336126625134,10727.336126625134,10727.336126625134,10727.336126625134
A35.6,F,5939.499685752204,6432.814945186566,6926.1302046209275,7419.4454640552885,6432.814945186566
A35.7,F,6806.707902766601,6806.707902766601,6806.707902766601,6806.707902766601,6806.707902766601
A35.7,M,7524.463843099813,7741.137423397494,7957.811003695175,8174.484583992857,7741.137423397494
A35.8,F,5685.541838394244,5685.541838394244,5685.541838394244,5685.541838394244,5685.541838394244
A36.0,F,6775.107195643339,6775.107195643339,6775.107195643339,6775.107195643339,6775.107195643339
A36.1,F,6654.914138849745,6654.914138849745,6654.914138849745,6654.914138849745,6654.914138849745
A36.1,M,5960.088136282143,6773.228168164373,7586.368200046602,8399.508231928832,6773.228168164373
A36.2,M,6251.933909151731,6251.933909151731,6251.933909151731,6251.933909151731,6251.933909151731
A36.4,M,7814.058524724566,7814.058524724566,7814.058524724566,7814.058524724566,7814.058524724566
A36.5,M,8585.433867535452,8585.433867535452,8585.433867535452,8585.433867535452,8585.433867535452
A36.6,M,7568.684228814194,7568.684228814194,7568.684228814194,7568.684228814194,7568.684228814194
A36.7,F,5887.157261423488,5887.157261423488,5887.157261423488,5887.157261423488,5887.157261423488
A36.8,F,5944.925994774537,6951.835291966525,7739.311131348883,8526.78697073124,6805.546320093438
A36.9,F,7797.520712396554,7797.520712396554,7797.520712396554,7797.520712396554,7797.520712396554
A36.9,M,9633.959813393236,9633.959813393236,9633.959813393236,9633.959813393236,9633.959813393236
A37.0,F,7400.148267256961,8107.857661301328,8815.567055345695,9523.276449390063,8107.857661301328
A37.0,M,9527.068301764346,9527.068301764346,9527.068301764346,9527.068301764346,9527.068301764346
A37.1,F,6064.194516584448,6066.095008840201,6194.985949588736,6323.876890337269,6150.7553078353885
A37.1,M,6495.104210714683,6547.940955359385,6600.777700004088,6653.614444648791,6547.940955359385
A37.2,F,6111.473164037864,6111.473164037864,6111.473164037864,6111.473164037864,6111.473164037864
A37.3,M,5847.081125312319,5847.081125312319,5847.081125312319,5847.081125312319,5847.081125312319
A37.4,F,7429.554177357433,7652.378967863902,7875.203758370372,8098.028548876841,7652.378967863902
A37.4,M,7921.29988301288,7921.29988301288,7921.29988301288,7921.29988301288,7921.29988301288
A37.5,F,7809.566664239861,7809.566664239861,7809.566664239861,7809.566664239861,7809.566664239861
A37.5,M,9413.540263255867,9676.415397395576,9939.290531535287,10202.165665674998,9676.415397395576
A37.6,F,9316.582365325314,9316.582365325314,9316.582365325314,9316.582365325314,9316.582365325314
A37.6,M,4536.452473053343,4536.452473053343,4536.452473053343,4536.452473053343,4536.452473053343
A37.7,F,6880.275030872935,6880.275030872935,6880.275030872935,6880.275030872935,6880.275030872935
A37.9,F,8266.377622011158,8266.377622011158,8266.377622011158,8266.377622011158,8266.377622011158
A38.0,M,8140.793852212446,8140.793852212446,8140.793852212446,8140.793852212446,8140.793852212446
A38.1,F,5839.611207702631,6479.117146274159,7118.623084845686,7758.129023417214,6479.117146274159
A38.1,M,7545.381398093511,7545.381398093511,7545.381398093511,7545.381398093511,7545.381398093511
A38.4,F,8811.017258801116,9174.145965378879,9577.070502467233,9979.995039555588,9200.676519052608
A38.4,M,6768.361157280939,6768.361157280939,6768.361157280939,6768.361157280939,6768.361157280939
A38.5,F,6601.229127953771,6601.229127953771,6601.229127953771,6601.229127953771,6601.229127953771
A38.7,F,7835.314727633144,7835.314727633144,7835.314727633144,7835.314727633144,7835.314727633144
A39.0,F,6251.084362712736,6590.5303888086355,6929.976414904535,7269.4224410004335,6590.5303888086355
A39.1,M,6830.558455490242,6830.558455490242,6830.558455490242,6830.558455490242,6830.558455490242
A39.2,M,5476.601411319761,5476.601411319761,5476.601411319761,5476.601411319761,5476.601411319761
A39.3,F,10613.987129581597,10613.987129581597,10613.987129581597,10613.987129581597,10613.987129581597
A39.4,F,6945.3113372041835,7118.162449332285,7291.013561460386,7463.864673588488,7118.162449332285
A39.6,F,8317.918276773165,8317.918276773165,8317.918276773165,8317.918276773165,8317.918276773165
A39.7,F,8597.174207884416,8597.174207884416,8597.174207884416,8597.174207884416,8597.174207884416
A39.8,F,9212.318072802576,9212.318072802576,9212.318072802576,9212.318072802576,9212.318072802576
A39.8,M,6748.244395642392,6748.244395642392,6748.244395642392,6748.244395642392,6748.244395642392
A39.9,F,7217.313815498495,7670.1044761027615,8122.895136707028,8575.685797311295,7670.1044761027615
A40.0,F,7791.382137608662,7791.382137608662,7791.382137608662,7791.382137608662,7791.382137608662
A40.1,M,6276.449068414993,6745.214876645113,7213.980684875232,7682.746493105353,6745.214876645113
A40.2,F,6557.990728197891,6557.990728197891,6557.990728197891,6557.990728197891,6557.990728197891
A40.3,F,6177.560564316174,6177.560564316174,6177.560564316174,6177.560564316174,6177.560564316174
A40.4,M,7364.195216880324,7364.195216880324,7364.195216880324,7364.195216880324,7364.195216880324
A40.5,F,6679.885581690938,6679.885581690938,6679.885581690938,6679.885581690938,6679.885581690938
A40.9,F,4602.302900354136,4602.302900354136,4602.302900354136,4602.302900354136,4602.302900354136
A40.9,M,9364.732503629351,9945.322133026066,10525.91176242278,11106.501391819493,9945.322133026066
A41.0,M,7114.234212057492,7124.509565098158,7841.7500420004135,8558.990518902669,7595.819647672551
A41.2,M,5941.775672649679,5941.775672649679,5941.775672649679,5941.775672649679,5941.775672649679
A41.3,F,8049.238723034835,8512.67035687361,8976.101990712385,9439.53362455116,8512.67035687361
A41.3,M,7714.6955543947715,7714.6955543947715,7714.6955543947715,7714.6955543947715,7714.6955543947715
A41.5,F,8911.361414755522,8911.361414755522,8911.361414755522,8911.361414755522,8911.361414755522
A41.7,M,7325.885879360921,8098.9958080271645,8872.105736693407,9645.21566535965,8098.9958080271645
A41.8,F,8972.007854956719,8972.007854956719,8972.007854956719,8972.007854956719,8972.007854956719
A41.8,M,7110.1259707240815,7110.1259707240815,7110.1259707240815,7110.1259707240815,7110.1259707240815
A42.0,M,7248.251726356526,8602.460879333794,9424.508780662572,10246.556681991351,8247.686711568134
A42.1,M,8550.100724790034,8550.100724790034,8550.100724790034,8550.100724790034,8550.100724790034
A42.2,F,6666.843495023788,7503.345372944261,8339.847250864732,9176.349128785205,7503.345372944261
A42.4,F,7608.001870148487,7608.001870148487,7608.001870148487,7608.001870148487,7608.001870148487
A42.6,M,5468.858421948531,5468.858421948531,5468.858421948531,5468.858421948531,5468.858421948531
A42.7,F,6418.635574252032,6418.635574252032,6418.635574252032,6418.635574252032,6418.635574252032
A42.7,M,7076.586049450389,7076.586049450389,7076.586049450389,7076.586049450389,7076.586049450389
A43.0,M,6926.409433644662,7454.49037643562,7982.571319226579,8510.652262017538,7454.49037643562
A43.1,M,7097.560985439921,7097.560985439921,7097.560985439921,7097.560985439921,7097.560985439921
A43.2,M,6486.455084115169,6924.771228005775,7363.08737189638,7801.403515786986,6924.771228005775
A43.3,F,7356.189280598552,7356.189280598552,7356.189280598552,7356.189280598552,7356.189280598552
A43.3,M,6684.837569639856,7557.983184842042,7726.859058533919,7895.734932225797,7088.47002383517
A43.4,M,10488.516066348167,10488.516066348167,10488.516066348167,10488.516066348167,10488.516066348167
A43.5,F,6912.4333894859865,6959.785576235763,7007.137762985541,7054.489949735318,6959.785576235763
A43.6,F,7032.873713782088,7032.873713782088,7032.873713782088,7032.873713782088,7032.873713782088
A43.8,M,7366.696653984869,7402.655099759236,7679.857449579547,7957.059799399858,7563.484369123199
A43.9,F,7504.551179776147,7504.551179776147,7504.551179776147,7504.551179776147,7504.551179776147
A44.0,F,6571.036932205301,6603.7256484923455,6636.414364779391,6669.103081066435,6603.7256484923455
A44.1,F,7375.207989974825,7755.495904440486,8135.783818906146,8516.071733371806,7755.495904440486
A44.2,F,7616.555382495566,7616.555382495566,7616.555382495566,7616.555382495566,7616.555382495566
A44.3,M,7437.001609371663,7437.001609371663,7437.001609371663,7437.001609371663,7437.001609371663
A44.4,F,6750.193247682912,6750.193247682912,6750.193247682912,6750.193247682912,6750.193247682912
A44.5,F,9089.964946325443,9089.964946325443,9089.964946325443,9089.964946325443,9089.964946325443
A44.6,M,7046.573402723803,7046.573402723803,7046.573402723803,7046.573402723803,7046.573402723803
A44.7,F,6774.774625702913,7890.15998721416,9005.545348725405,10120.930710236651,7890.15998721416
A44.7,M,5762.302109052531,5762.302109052531,5762.302109052531,5762.302109052531,5762.302109052531
A44.9,M,7961.6422922736365,7961.6422922736365,7961.6422922736365,7961.6422922736365,7961.6422922736365
A45.3,F,7519.9518227922235,7853.162691319349,8135.230035665163,8417.297380010978,7819.067008531808
A45.4,M,9276.793154298488,9276.793154298488,9276.793154298488,9276.793154298488,9276.793154298488
A46.0,F,7226.862692357165,7226.862692357165,7226.862692357165,7226.862692357165,7226.862692357165
A46.1,M,7687.271573683896,7687.271573683896,7687.271573683896,7687.271573683896,7687.271573683896
A46.2,F,7853.000151344486,7931.575682561306,8010.151213778127,8088.726744994949,7931.575682561306
A46.4,F,5888.265688993499,5888.265688993499,5888.265688993499,5888.265688993499,5888.265688993499
A46.4,M,8927.042992745464,8927.042992745464,8927.042992745464,8927.042992745464,8927.042992745464
A46.5,M,7530.240772170754,8106.85259668059,8683.464421190425,9260.07624570026,8106.85259668059
A46.9,M,5801.27269311723,6041.842801476972,6282.412909836714,6522.983018196455,6041.842801476972
A47.0,F,7236.539166265707,7236.539166265707,7236.539166265707,7236.539166265707,7236.539166265707
A47.0,M,7474.111271869011,7496.888991681974,7519.666711494938,7542.444431307902,7496.888991681974
A47.1,F,7745.363856984328,7745.363856984328,7745.363856984328,7745.363856984328,7745.363856984328
A47.1,M,7501.371454707731,7501.371454707731,7501.371454707731,7501.371454707731,7501.371454707731
A47.2,M,7495.477805230608,7495.477805230608,7495.477805230608,7495.477805230608,7495.477805230608
A47.3,F,6267.078820262,6267.078820262,6267.078820262,6267.078820262,6267.078820262
A47.5,M,9246.967464174179,9246.967464174179,9246.967464174179,9246.967464174179,9246.967464174179
A47.6,F,6136.754095044625,6136.754095044625,6136.754095044625,6136.754095044625,6136.754095044625
A47.6,M,7602.707015795768,7602.707015795768,7602.707015795768,7602.707015795768,7602.707015795768
A47.8,M,7470.7683585469895,7470.7683585469895,7470.7683585469895,7470.7683585469895,7470.7683585469895
A48.0,M,6330.091656432059,6330.091656432059,6330.091656432059,6330.091656432059,6330.091656432059
A48.1,F,6617.994789293378,7205.590841309137,7793.186893324897,8380.782945340656,7205.590841309137
A48.2,F,6028.05400979608,6028.05400979608,6028.05400979608,6028.05400979608,6028.05400979608
A48.2,M,9013.916167479958,9498.306810771437,9982.697454062916,10467.088097354394,9498.306810771437
A48.4,F,7490.738417628107,7490.738417628107,7490.738417628107,7490.738417628107,7490.738417628107
A48.5,M,8500.366711700917,8500.366711700917,8500.366711700917,8500.366711700917,8500.366711700917
A48.6,F,8696.523752411538,8939.692079993943,9182.86040757635,9426.028735158758,8939.692079993943
A48.7,F,6991.043631329242,6991.043631329242,6991.043631329242,6991.043631329242,6991.043631329242
A48.7,M,7053.438944928688,7124.545559425673,7195.652173922657,7266.758788419642,7124.545559425673
A48.8,F,7172.194927163272,7172.194927163272,7172.194927163272,7172.194927163272,7172.194927163272
A49.0,M,7437.717565284622,8321.25685302823,9308.167062357064,10295.0772716859,8390.170800751714
A49.2,F,7182.238980422886,7231.113428155228,7279.987875887568,7328.862323619909,7231.113428155228
A49.2,M,6885.301943153534,6885.301943153534,6885.301943153534,6885.301943153534,6885.301943153534
A49.3,F,10450.915825835295,10450.915825835295,10450.915825835295,10450.915825835295,10450.915825835295
A49.4,M,6050.483398367214,6050.483398367214,6050.483398367214,6050.483398367214,6050.483398367214
A49.6,M,8959.256707423767,8959.256707423767,8959.256707423767,8959.256707423767,8959.256707423767
A49.8,M,9035.10433899577,9619.83721281405,10204.57008663233,10789.302960450608,9619.83721281405
A50.1,F,8079.5446007791215,8079.5446007791215,8079.5446007791215,8079.5446007791215,8079.5446007791215
A50.1,M,6909.616116188181,6909.616116188181,6909.616116188181,6909.616116188181,6909.616116188181
A50.2,M,9430.022080171395,9430.022080171395,9430.022080171395,9430.022080171395,9430.022080171395
A50.3,F,7562.453954934928,7562.453954934928,7562.453954934928,7562.453954934928,7562.453954934928
A50.3,M,8389.849252238972,8592.523010513058,8795.196768787144,8997.87052706123,8592.523010513058
A50.5,F,8827.309037394518,8827.309037394518,8827.309037394518,8827.309037394518,8827.309037394518
A50.6,M,8514.830277831574,8514.830277831574,8514.830277831574,8514.830277831574,8514.830277831574
A50.7,F,6614.201708828392,6907.392300900209,7889.271845832118,8871.151390764026,7366.518269473603
A50.7,M,6876.302165949704,7524.366804146449,8172.431442343193,8820.496080539939,7524.366804146449
A50.9,F,7395.448839320761,7395.448839320761,7395.448839320761,7395.448839320761,7395.448839320761
A50.9,M,6952.59270826357,6952.59270826357,6952.59270826357,6952.59270826357,6952.59270826357
A51.0,F,8711.596173987431,8711.596173987431,8711.596173987431,8711.596173987431,8711.596173987431
A51.0,M,9431.736287315303,9431.736287315303,9431.736287315303,9431.736287315303,9431.736287315303
A51.1,M,7573.827635744209,7573.827635744209,7573.827635744209,7573.827635744209,7573.827635744209
A51.3,F,6774.057929977009,6774.057929977009,6774.057929977009,6774.057929977009,6774.057929977009
